num_date_time,answer
1_20240825 00,4330.774312297353
1_20240825 01,4048.046630335163
1_20240825 02,3911.218155768243
1_20240825 03,3558.250701457513
1_20240825 04,3624.840078223956
1_20240825 05,3644.5732288370773
1_20240825 06,3729.9573291327524
1_20240825 07,4140.909623357293
1_20240825 08,4382.05256273141
1_20240825 09,6010.975377342696
1_20240825 10,6075.283558905336
1_20240825 11,6391.252011505095
1_20240825 12,6614.782740700563
1_20240825 13,6720.66849574262
1_20240825 14,6743.199166629031
1_20240825 15,6739.025206639986
1_20240825 16,6810.703082015669
1_20240825 17,7075.8169172522075
1_20240825 18,6835.736791372881
1_20240825 19,6707.579627699647
1_20240825 20,5705.172019724521
1_20240825 21,4515.397785983613
1_20240825 22,4509.3212590562225
1_20240825 23,4977.43428966629
1_20240826 00,4446.10325018792
1_20240826 01,3889.5522496755557
1_20240826 02,3665.067800221144
1_20240826 03,3543.8833784703074
1_20240826 04,3527.0485837023652
1_20240826 05,3574.7777468083377
1_20240826 06,3654.8315582514488
1_20240826 07,4166.007096983121
1_20240826 08,4653.954305966136
1_20240826 09,5110.833778035276
1_20240826 10,5261.301861344424
1_20240826 11,5095.634468076305
1_20240826 12,5825.778682741957
1_20240826 13,6035.912260461866
1_20240826 14,5945.960446631198
1_20240826 15,5988.513706218997
1_20240826 16,5942.671867737341
1_20240826 17,6261.975935737221
1_20240826 18,6521.735579325999
1_20240826 19,5955.040015762323
1_20240826 20,4923.068408944837
1_20240826 21,4319.124334970802
1_20240826 22,5043.24554449075
1_20240826 23,5290.885143120587
1_20240827 00,5196.645105810952
1_20240827 01,4827.5930562385
1_20240827 02,4285.156924191813
1_20240827 03,3861.6344280930048
1_20240827 04,3937.646026555195
1_20240827 05,3646.6833498466676
1_20240827 06,3716.127778687114
1_20240827 07,4271.246405596502
1_20240827 08,5050.808041658322
1_20240827 09,5263.233450270326
1_20240827 10,5017.243933817369
1_20240827 11,4692.795368500557
1_20240827 12,5212.058506928245
1_20240827 13,5402.329360394988
1_20240827 14,5437.806643577607
1_20240827 15,5367.3174371644445
1_20240827 16,5347.63120058443
1_20240827 17,5645.284165437844
1_20240827 18,5779.889922048601
1_20240827 19,5665.9306460261605
1_20240827 20,5066.297399647492
1_20240827 21,4258.726180082229
1_20240827 22,5329.648842636795
1_20240827 23,5604.3098786419705
1_20240828 00,5336.820459540453
1_20240828 01,4865.674570525225
1_20240828 02,4503.930521692999
1_20240828 03,4207.667566042672
1_20240828 04,4103.801348902341
1_20240828 05,4206.245311347338
1_20240828 06,4396.6448139184595
1_20240828 07,4385.626687270539
1_20240828 08,4636.924210875432
1_20240828 09,5517.757951366169
1_20240828 10,5291.031338171654
1_20240828 11,5042.372650765096
1_20240828 12,5648.560073242899
1_20240828 13,6119.904172659276
1_20240828 14,6166.318376887224
1_20240828 15,6006.131453382778
1_20240828 16,6098.772583437328
1_20240828 17,6341.512291157898
1_20240828 18,6472.972078550061
1_20240828 19,5862.945753610649
1_20240828 20,4760.57250571732
1_20240828 21,4055.8943006155173
1_20240828 22,5391.192784143726
1_20240828 23,5435.237319235313
1_20240829 00,5151.79726616251
1_20240829 01,4494.492491830524
1_20240829 02,4190.759388034241
1_20240829 03,3974.697699315951
1_20240829 04,3901.2487481076632
1_20240829 05,3728.902477963029
1_20240829 06,3749.414308275692
1_20240829 07,4069.675632329022
1_20240829 08,4937.005735301671
1_20240829 09,5382.532696977587
1_20240829 10,5349.481352717766
1_20240829 11,5356.285416560502
1_20240829 12,5815.703607855074
1_20240829 13,6064.5365158693185
1_20240829 14,6032.847385700731
1_20240829 15,6004.039078111606
1_20240829 16,6128.266125463493
1_20240829 17,6436.672557259717
1_20240829 18,6581.194184589024
1_20240829 19,6154.003395354337
1_20240829 20,5264.499320313509
1_20240829 21,4208.985260697929
1_20240829 22,4422.540330130609
1_20240829 23,4835.558665289694
1_20240830 00,4971.434683371228
1_20240830 01,4173.778124841859
1_20240830 02,4183.893435648837
1_20240830 03,3945.389703355452
1_20240830 04,3693.314070383244
1_20240830 05,3717.79121754463
1_20240830 06,3697.3825147392636
1_20240830 07,4082.966311943105
1_20240830 08,4783.001977218219
1_20240830 09,5433.454592835695
1_20240830 10,5381.893757785034
1_20240830 11,5275.886995574099
1_20240830 12,5637.012292449996
1_20240830 13,5924.4863145965855
1_20240830 14,5969.9134232758315
1_20240830 15,5977.209250994327
1_20240830 16,6187.493978986227
1_20240830 17,6686.856795945812
1_20240830 18,6525.408229185317
1_20240830 19,6398.798090002331
1_20240830 20,5498.265137790229
1_20240830 21,4361.087186960173
1_20240830 22,5335.774711293782
1_20240830 23,5463.440568832346
1_20240831 00,5312.273923334008
1_20240831 01,4956.767139276773
1_20240831 02,4508.09687661647
1_20240831 03,4143.081206653598
1_20240831 04,4170.043152812717
1_20240831 05,4013.5981784146547
1_20240831 06,3887.7135811326525
1_20240831 07,4189.6180405054265
1_20240831 08,4951.787437731507
1_20240831 09,5544.912082563284
1_20240831 10,5689.177211943753
1_20240831 11,5875.935034044418
1_20240831 12,6053.163600227187
1_20240831 13,6622.84255720142
1_20240831 14,6639.46652720621
1_20240831 15,6394.712814873716
1_20240831 16,6391.467211555708
1_20240831 17,6488.211425111751
1_20240831 18,6610.462052448523
1_20240831 19,6473.534111356642
1_20240831 20,5573.993019934327
1_20240831 21,4263.772697572844
1_20240831 22,4522.371942425093
1_20240831 23,4699.998965537998
2_20240825 00,1078.761487674252
2_20240825 01,1066.1612348266344
2_20240825 02,1064.1055292739265
2_20240825 03,1078.7789791188445
2_20240825 04,1081.9205320923154
2_20240825 05,1143.9003595322815
2_20240825 06,1231.9685075450557
2_20240825 07,1362.9362857723145
2_20240825 08,1450.2525947432246
2_20240825 09,1574.6840776384263
2_20240825 10,1726.5510154694807
2_20240825 11,1719.147698134656
2_20240825 12,1565.9260797422103
2_20240825 13,1553.561994549176
2_20240825 14,1614.0067926509134
2_20240825 15,1672.0074092772602
2_20240825 16,1694.4401910215324
2_20240825 17,1801.9923945169849
2_20240825 18,2327.5454312265674
2_20240825 19,1541.555658962739
2_20240825 20,1880.7906798569304
2_20240825 21,2813.3327755832306
2_20240825 22,1870.8488002604777
2_20240825 23,1955.1801891858195
2_20240826 00,1637.6174434905097
2_20240826 01,1311.0991808896597
2_20240826 02,1276.623703768453
2_20240826 03,1278.8039435821424
2_20240826 04,1270.8406763162616
2_20240826 05,1371.750762408646
2_20240826 06,1555.366139080708
2_20240826 07,1820.723868558246
2_20240826 08,1876.6991785523724
2_20240826 09,1990.268239538933
2_20240826 10,2185.7453034621803
2_20240826 11,2184.794272688241
2_20240826 12,1891.2491521438933
2_20240826 13,1903.1328348879601
2_20240826 14,1997.9411341893879
2_20240826 15,1989.2984687194034
2_20240826 16,2040.5805940858222
2_20240826 17,2110.787422853972
2_20240826 18,2647.7828122284427
2_20240826 19,1870.3009125832748
2_20240826 20,1921.5387283968832
2_20240826 21,2834.0116571068465
2_20240826 22,1860.0085863057768
2_20240826 23,1881.7208022391237
2_20240827 00,1664.580953021012
2_20240827 01,1312.1202154201878
2_20240827 02,1280.9752681719074
2_20240827 03,1275.206876246435
2_20240827 04,1268.0522427186545
2_20240827 05,1361.429478320859
2_20240827 06,1529.953713188933
2_20240827 07,1723.6869241432241
2_20240827 08,1822.5260149256108
2_20240827 09,1957.6906692647447
2_20240827 10,2101.200015726444
2_20240827 11,2095.679251927886
2_20240827 12,1912.431255201208
2_20240827 13,1928.5345560471908
2_20240827 14,1984.2080119826023
2_20240827 15,1975.6891860062956
2_20240827 16,2019.223444320272
2_20240827 17,2111.2629903613347
2_20240827 18,2680.1806365695784
2_20240827 19,1842.4895470647082
2_20240827 20,2055.4375661187787
2_20240827 21,2923.892410530477
2_20240827 22,1683.4062630549306
2_20240827 23,1996.4696878592922
2_20240828 00,1478.5722292415198
2_20240828 01,1234.1653158395252
2_20240828 02,1188.1849021851845
2_20240828 03,1215.353724468333
2_20240828 04,1218.3585999903055
2_20240828 05,1288.7593889752047
2_20240828 06,1480.6565237447019
2_20240828 07,1721.5513337157397
