num_date_time,answer
1_20240825 00,4124.677812229058
1_20240825 01,3923.2250857298877
1_20240825 02,3697.9126583710786
1_20240825 03,3490.942226409946
1_20240825 04,3422.6961895647105
1_20240825 05,3491.899870209418
1_20240825 06,3549.0972188101405
1_20240825 07,3917.749217654529
1_20240825 08,4486.396628233263
1_20240825 09,6060.145076125761
1_20240825 10,6204.601433017308
1_20240825 11,6398.013435476042
1_20240825 12,6737.768986613522
1_20240825 13,6866.630741416917
1_20240825 14,6949.6295067181945
1_20240825 15,6911.465888213331
1_20240825 16,6937.848042409058
1_20240825 17,7162.830968707317
1_20240825 18,6992.827258925627
1_20240825 19,6823.167691217929
1_20240825 20,5589.4503666665305
1_20240825 21,4465.604330305474
1_20240825 22,4665.593028661369
1_20240825 23,4693.312143997218
1_20240826 00,4298.291467222231
1_20240826 01,3854.12700793537
1_20240826 02,3629.8795909908495
1_20240826 03,3451.380797296684
1_20240826 04,3415.4266243592547
1_20240826 05,3479.671885643238
1_20240826 06,3570.253134539337
1_20240826 07,4000.7291608370356
1_20240826 08,4684.983625211415
1_20240826 09,5173.779740668462
1_20240826 10,5318.630137754082
1_20240826 11,5100.582844558593
1_20240826 12,5829.339615055171
1_20240826 13,6077.369193463581
1_20240826 14,5998.145926655111
1_20240826 15,6010.382902407502
1_20240826 16,5887.983231857723
1_20240826 17,6377.1454122143405
1_20240826 18,6514.957328088462
1_20240826 19,6078.057951511134
1_20240826 20,4995.439349637507
1_20240826 21,4305.777000269756
1_20240826 22,5032.491038809712
1_20240826 23,5152.774648161367
1_20240827 00,5079.190534162479
1_20240827 01,4752.930743799194
1_20240827 02,4116.979839774685
1_20240827 03,3668.9192098306758
1_20240827 04,3764.4763743679887
1_20240827 05,3627.0220188704443
1_20240827 06,3699.97777052287
1_20240827 07,4205.661110952018
1_20240827 08,5114.543979637353
1_20240827 09,5277.279113279831
1_20240827 10,5090.942390550987
1_20240827 11,4690.064056438949
1_20240827 12,5218.9231325354485
1_20240827 13,5428.991784610084
1_20240827 14,5449.569466401388
1_20240827 15,5416.861671902152
1_20240827 16,5399.866872263642
1_20240827 17,5915.011687029379
1_20240827 18,6009.969830750495
1_20240827 19,5766.435673620163
1_20240827 20,5120.004507608227
1_20240827 21,4357.980121865725
1_20240827 22,5415.772951336739
1_20240827 23,5522.089262169608
1_20240828 00,5183.228516864486
1_20240828 01,4760.665572188036
1_20240828 02,4298.013092418764
1_20240828 03,3999.39526140473
1_20240828 04,3967.3793020422077
1_20240828 05,4172.9580465434865
1_20240828 06,4252.563556889983
1_20240828 07,4195.484325803738
1_20240828 08,4648.566363351958
1_20240828 09,5501.513276334987
1_20240828 10,5328.899017387628
1_20240828 11,4953.637179023343
1_20240828 12,5654.0705161680635
1_20240828 13,6213.285880999553
1_20240828 14,6249.548492787224
1_20240828 15,6148.9497751713025
1_20240828 16,6141.815023657584
1_20240828 17,6409.689761679757
1_20240828 18,6529.802835926632
1_20240828 19,5943.306235638996
1_20240828 20,4759.451304509304
1_20240828 21,4132.85436052601
1_20240828 22,5345.8949256995475
